ID_Produit,Nom_Produit,Catégorie,Sous-catégorie,Prix,Date_Lancement,Date_Fin_Production,Nombre_Revendeurs,Nombre_Pays_Distribution,Nombre_Publicités,Gamme,Certification
P271,Galaxy S21,Électronique,Smartphone,999,2020-07-19,2022-03-31,488,11,17,Premium,FCC
P272,Galaxy Note 20,Électronique,Smartphone,1099,2020-12-09,,324,7,76,Premium,None
P273,QLED 8K TV,Électronique,Télévision,2999,2020-05-13,2022-07-12,126,41,38,Économique,RoHS
P274,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-02-20,,193,39,84,Économique,FCC
P275,Galaxy Tab S7,Électronique,Tablette,649,2020-05-15,2022-01-18,392,12,68,Premium,None
P276,Galaxy Watch 3,Électronique,Montre,399,2020-12-25,,355,5,88,Économique,RoHS
P277,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-04-18,2022-07-21,54,1,11,Premium,None
P278,Galaxy A52,Électronique,Smartphone,499,2020-02-19,,268,24,50,Premium,None
P279,Portable SSD T7,Électronique,Stockage,189,2020-07-23,2022-07-09,267,32,72,Économique,RoHS
P280,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-11-09,,416,33,37,Premium,FCC
P281,Galaxy S21,Électronique,Smartphone,999,2020-08-10,2022-01-21,187,16,22,Économique,CE
P282,Galaxy Note 20,Électronique,Smartphone,1099,2020-10-24,,448,33,60,Économique,CE
P283,QLED 8K TV,Électronique,Télévision,2999,2020-06-14,2022-09-18,483,43,95,Premium,FCC
P284,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-04-28,,315,42,15,Économique,CE
P285,Galaxy Tab S7,Électronique,Tablette,649,2020-05-26,2022-10-11,216,2,18,Économique,RoHS
P286,Galaxy Watch 3,Électronique,Montre,399,2020-11-03,,179,2,19,Économique,None
P287,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-06-04,2022-05-02,95,9,13,Économique,FCC
P288,Galaxy A52,Électronique,Smartphone,499,2020-12-14,,283,29,24,Économique,RoHS
P289,Portable SSD T7,Électronique,Stockage,189,2020-11-08,2022-04-09,328,6,87,Premium,RoHS
P290,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-12-22,,424,19,34,Premium,None
P291,Galaxy S21,Électronique,Smartphone,999,2020-08-27,2022-05-14,427,50,21,Économique,CE
P292,Galaxy Note 20,Électronique,Smartphone,1099,2020-08-31,,88,14,88,Économique,RoHS
P293,QLED 8K TV,Électronique,Télévision,2999,2020-05-12,2022-06-25,249,5,85,Économique,CE
P294,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-01-16,,61,8,10,Premium,None
P295,Galaxy Tab S7,Électronique,Tablette,649,2020-07-22,2022-01-02,338,44,29,Économique,FCC
P296,Galaxy Watch 3,Électronique,Montre,399,2020-05-31,,324,27,79,Économique,FCC
P297,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-06-01,2022-11-04,277,16,87,Premium,None
P298,Galaxy A52,Électronique,Smartphone,499,2020-05-13,,431,10,53,Premium,RoHS
P299,Portable SSD T7,Électronique,Stockage,189,2020-09-20,2022-12-28,345,39,62,Premium,None
P300,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-03-18,,295,36,100,Économique,FCC
P301,Galaxy S21,Électronique,Smartphone,999,2020-09-23,2022-11-04,135,17,34,Économique,None
P302,Galaxy Note 20,Électronique,Smartphone,1099,2020-02-09,,265,16,82,Économique,RoHS
P303,QLED 8K TV,Électronique,Télévision,2999,2020-11-26,2022-10-08,491,17,52,Économique,RoHS
P304,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-07-27,,145,39,12,Premium,RoHS
P305,Galaxy Tab S7,Électronique,Tablette,649,2020-10-02,2022-01-25,147,17,48,Premium,RoHS
P306,Galaxy Watch 3,Électronique,Montre,399,2020-07-10,,62,14,50,Économique,None
P307,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-05-16,2022-06-22,237,14,30,Économique,RoHS
P308,Galaxy A52,Électronique,Smartphone,499,2020-11-16,,436,47,99,Économique,FCC
P309,Portable SSD T7,Électronique,Stockage,189,2020-11-18,2022-11-28,413,11,56,Économique,RoHS
P310,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-01-28,,196,35,55,Premium,None
P311,Galaxy S21,Électronique,Smartphone,999,2020-12-09,2022-06-23,499,1,30,Premium,CE
P312,Galaxy Note 20,Électronique,Smartphone,1099,2020-07-02,,212,26,15,Économique,RoHS
P313,QLED 8K TV,Électronique,Télévision,2999,2020-03-09,2022-02-18,399,37,39,Économique,CE
P314,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-06-27,,259,26,36,Économique,CE
P315,Galaxy Tab S7,Électronique,Tablette,649,2020-07-12,2022-06-08,265,46,30,Premium,RoHS
P316,Galaxy Watch 3,Électronique,Montre,399,2020-01-29,,453,6,45,Premium,RoHS
P317,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-08-25,2022-10-17,167,2,59,Premium,RoHS
P318,Galaxy A52,Électronique,Smartphone,499,2020-08-18,,267,26,73,Économique,CE
P319,Portable SSD T7,Électronique,Stockage,189,2020-09-10,2022-02-16,52,41,96,Premium,None
P320,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-10-19,,56,20,47,Économique,CE
P321,Galaxy S21,Électronique,Smartphone,999,2020-02-25,2022-09-10,336,36,37,Économique,FCC
P322,Galaxy Note 20,Électronique,Smartphone,1099,2020-05-10,,375,22,14,Économique,FCC
P323,QLED 8K TV,Électronique,Télévision,2999,2020-10-08,2022-02-16,179,18,42,Premium,CE
P324,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-06-14,,76,43,88,Premium,None
P325,Galaxy Tab S7,Électronique,Tablette,649,2020-09-05,2022-05-20,216,19,26,Économique,RoHS
P326,Galaxy Watch 3,Électronique,Montre,399,2020-07-31,,255,26,68,Économique,None
P327,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-06-14,2022-01-12,63,31,87,Premium,None
P328,Galaxy A52,Électronique,Smartphone,499,2020-10-23,,76,43,95,Économique,FCC
P329,Portable SSD T7,Électronique,Stockage,189,2020-10-21,2022-12-06,492,36,49,Premium,RoHS
P330,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-05-18,,377,30,100,Premium,CE
P331,Galaxy S21,Électronique,Smartphone,999,2020-04-03,2022-03-02,415,4,67,Économique,RoHS
P332,Galaxy Note 20,Électronique,Smartphone,1099,2020-12-29,,53,47,55,Premium,RoHS
P333,QLED 8K TV,Électronique,Télévision,2999,2020-05-28,2022-02-20,149,31,55,Économique,None
P334,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-07-29,,217,38,18,Économique,None
P335,Galaxy Tab S7,Électronique,Tablette,649,2020-09-18,2022-12-28,464,50,67,Économique,RoHS
P336,Galaxy Watch 3,Électronique,Montre,399,2020-05-12,,327,14,49,Économique,FCC
P337,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-09-04,2022-12-23,304,34,86,Économique,CE
P338,Galaxy A52,Électronique,Smartphone,499,2020-10-08,,471,22,92,Premium,RoHS
P339,Portable SSD T7,Électronique,Stockage,189,2020-07-24,2022-03-10,204,29,78,Premium,RoHS
P340,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-05-25,,301,24,26,Économique,RoHS
P341,Galaxy S21,Électronique,Smartphone,999,2020-08-05,2022-03-24,170,32,73,Premium,None
P342,Galaxy Note 20,Électronique,Smartphone,1099,2020-12-03,,54,43,23,Économique,FCC
P343,QLED 8K TV,Électronique,Télévision,2999,2020-08-07,2022-01-06,345,12,32,Économique,FCC
P344,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-06-07,,383,36,69,Économique,CE
P345,Galaxy Tab S7,Électronique,Tablette,649,2020-02-09,2022-12-25,114,13,37,Économique,CE
P346,Galaxy Watch 3,Électronique,Montre,399,2020-05-30,,425,34,90,Premium,None
P347,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-03-01,2022-08-30,242,42,90,Premium,CE
P348,Galaxy A52,Électronique,Smartphone,499,2020-05-30,,475,26,64,Premium,FCC
P349,Portable SSD T7,Électronique,Stockage,189,2020-02-04,2022-01-25,279,31,94,Économique,None
P350,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-01-31,,305,13,54,Économique,FCC
P351,Galaxy S21,Électronique,Smartphone,999,2020-10-05,2022-10-18,242,15,25,Économique,CE
P352,Galaxy Note 20,Électronique,Smartphone,1099,2020-02-08,,262,43,38,Premium,FCC
P353,QLED 8K TV,Électronique,Télévision,2999,2020-04-30,2022-11-16,109,31,20,Économique,CE
P354,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-07-29,,235,24,75,Premium,None
P355,Galaxy Tab S7,Électronique,Tablette,649,2020-08-30,2022-04-27,137,31,31,Économique,RoHS
P356,Galaxy Watch 3,Électronique,Montre,399,2020-02-19,,60,37,19,Économique,FCC
P357,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-03-13,2022-02-10,52,5,73,Premium,FCC
P358,Galaxy A52,Électronique,Smartphone,499,2020-01-30,,356,41,83,Premium,RoHS
P359,Portable SSD T7,Électronique,Stockage,189,2020-10-17,2022-11-29,69,12,58,Premium,RoHS
P360,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-01-18,,410,17,91,Économique,FCC
P361,Galaxy S21,Électronique,Smartphone,999,2020-07-18,2022-11-12,354,21,57,Économique,None
P362,Galaxy Note 20,Électronique,Smartphone,1099,2020-04-17,,169,18,19,Premium,RoHS
P363,QLED 8K TV,Électronique,Télévision,2999,2020-08-07,2022-04-01,168,23,18,Économique,None
P364,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-05-07,,135,32,82,Premium,CE
P365,Galaxy Tab S7,Électronique,Tablette,649,2020-05-29,2022-03-19,350,50,42,Premium,CE
P366,Galaxy Watch 3,Électronique,Montre,399,2020-08-20,,357,37,37,Premium,RoHS
P367,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-05-01,2022-01-18,77,19,36,Économique,None
P368,Galaxy A52,Électronique,Smartphone,499,2020-07-03,,182,48,30,Économique,FCC
P369,Portable SSD T7,Électronique,Stockage,189,2020-08-02,2022-08-28,164,37,33,Premium,None
P370,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-10-31,,268,4,61,Économique,None
P371,Galaxy S21,Électronique,Smartphone,999,2020-10-24,2022-05-19,222,29,74,Premium,FCC
P372,Galaxy Note 20,Électronique,Smartphone,1099,2020-04-06,,111,29,12,Économique,CE
P373,QLED 8K TV,Électronique,Télévision,2999,2020-09-08,2022-06-01,423,49,86,Économique,None
P374,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-10-28,,270,39,50,Économique,None
P375,Galaxy Tab S7,Électronique,Tablette,649,2020-01-24,2022-10-13,86,4,62,Économique,None
P376,Galaxy Watch 3,Électronique,Montre,399,2020-11-09,,205,22,31,Premium,None
P377,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-05-25,2022-11-08,308,37,11,Économique,FCC
P378,Galaxy A52,Électronique,Smartphone,499,2020-01-08,,109,1,98,Premium,CE
P379,Portable SSD T7,Électronique,Stockage,189,2020-04-27,2022-12-27,147,36,19,Premium,RoHS
P380,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-08-16,,291,42,41,Premium,FCC
P381,Galaxy S21,Électronique,Smartphone,999,2020-11-22,2022-05-03,429,20,34,Économique,RoHS
P382,Galaxy Note 20,Électronique,Smartphone,1099,2020-07-28,,152,49,93,Premium,CE
P383,QLED 8K TV,Électronique,Télévision,2999,2020-01-03,2022-03-07,422,6,18,Premium,CE
P384,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-12-16,,374,19,44,Premium,FCC
P385,Galaxy Tab S7,Électronique,Tablette,649,2020-08-09,2022-06-29,286,45,45,Économique,None
P386,Galaxy Watch 3,Électronique,Montre,399,2020-03-06,,199,22,49,Économique,None
P387,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-03-31,2022-10-21,393,44,72,Économique,FCC
P388,Galaxy A52,Électronique,Smartphone,499,2020-08-21,,443,33,88,Premium,CE
P389,Portable SSD T7,Électronique,Stockage,189,2020-03-12,2022-08-10,415,39,61,Économique,RoHS
P390,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-01-08,,426,13,71,Premium,FCC
P391,Galaxy S21,Électronique,Smartphone,999,2020-10-24,2022-08-30,391,33,26,Premium,RoHS
P392,Galaxy Note 20,Électronique,Smartphone,1099,2020-09-23,,314,37,20,Économique,RoHS
P393,QLED 8K TV,Électronique,Télévision,2999,2020-07-07,2022-05-24,183,22,96,Économique,RoHS
P394,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-06-16,,231,14,55,Économique,RoHS
P395,Galaxy Tab S7,Électronique,Tablette,649,2020-07-31,2022-11-19,256,31,40,Économique,CE
P396,Galaxy Watch 3,Électronique,Montre,399,2020-10-23,,168,4,36,Premium,None
P397,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-08-04,2022-08-08,390,23,57,Économique,None
P398,Galaxy A52,Électronique,Smartphone,499,2020-07-09,,178,36,24,Économique,CE
P399,Portable SSD T7,Électronique,Stockage,189,2020-10-11,2022-11-28,329,41,61,Économique,None
P400,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-09-13,,352,44,76,Économique,FCC
P401,Galaxy S21,Électronique,Smartphone,999,2020-02-16,2022-07-12,301,33,86,Premium,FCC
P402,Galaxy Note 20,Électronique,Smartphone,1099,2020-09-23,,140,46,66,Économique,CE
P403,QLED 8K TV,Électronique,Télévision,2999,2020-10-26,2022-09-15,492,28,50,Premium,CE
P404,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-09-22,,281,26,68,Économique,CE
P405,Galaxy Tab S7,Électronique,Tablette,649,2020-11-25,2022-11-07,253,30,43,Économique,CE
P406,Galaxy Watch 3,Électronique,Montre,399,2020-09-18,,100,28,25,Économique,RoHS
P407,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-11-17,2022-06-26,438,5,77,Premium,RoHS
P408,Galaxy A52,Électronique,Smartphone,499,2020-04-18,,484,3,78,Premium,CE
P409,Portable SSD T7,Électronique,Stockage,189,2020-06-21,2022-12-14,237,35,74,Économique,None
P410,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-03-11,,311,29,59,Premium,None
P411,Galaxy S21,Électronique,Smartphone,999,2020-09-05,2022-02-24,290,43,96,Économique,CE
P412,Galaxy Note 20,Électronique,Smartphone,1099,2020-04-11,,429,8,49,Premium,FCC
P413,QLED 8K TV,Électronique,Télévision,2999,2020-09-06,2022-03-16,157,26,56,Économique,None
P414,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-05-06,,288,33,14,Premium,None
P415,Galaxy Tab S7,Électronique,Tablette,649,2020-06-02,2022-03-29,311,33,54,Premium,None
P416,Galaxy Watch 3,Électronique,Montre,399,2020-11-12,,417,27,33,Premium,FCC
P417,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-03-06,2022-12-09,265,19,98,Économique,RoHS
P418,Galaxy A52,Électronique,Smartphone,499,2020-08-30,,419,43,20,Premium,None
P419,Portable SSD T7,Électronique,Stockage,189,2020-08-17,2022-09-03,188,25,49,Économique,CE
P420,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-06-07,,426,9,58,Premium,FCC
P421,Galaxy S21,Électronique,Smartphone,999,2020-01-06,2022-05-20,219,38,75,Économique,FCC
P422,Galaxy Note 20,Électronique,Smartphone,1099,2020-06-20,,323,22,14,Économique,None
P423,QLED 8K TV,Électronique,Télévision,2999,2020-04-02,2022-02-13,205,12,69,Premium,RoHS
P424,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-10-05,,443,20,61,Premium,FCC
P425,Galaxy Tab S7,Électronique,Tablette,649,2020-12-29,2022-01-04,370,3,22,Premium,CE
P426,Galaxy Watch 3,Électronique,Montre,399,2020-10-02,,175,8,67,Premium,None
P427,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-09-23,2022-07-01,318,14,80,Économique,FCC
P428,Galaxy A52,Électronique,Smartphone,499,2020-10-18,,166,39,23,Économique,RoHS
P429,Portable SSD T7,Électronique,Stockage,189,2020-02-28,2022-04-19,175,3,92,Premium,RoHS
P430,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-09-07,,364,41,93,Premium,None
P431,Galaxy S21,Électronique,Smartphone,999,2020-01-15,2022-10-18,135,11,41,Économique,CE
P432,Galaxy Note 20,Électronique,Smartphone,1099,2020-03-21,,371,43,75,Premium,FCC
P433,QLED 8K TV,Électronique,Télévision,2999,2020-05-23,2022-11-26,453,3,94,Économique,RoHS
P434,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-09-27,,124,45,17,Économique,None
P435,Galaxy Tab S7,Électronique,Tablette,649,2020-10-07,2022-05-16,120,22,68,Économique,None
P436,Galaxy Watch 3,Électronique,Montre,399,2020-11-11,,289,13,92,Premium,CE
P437,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-08-31,2022-12-12,416,1,16,Premium,RoHS
P438,Galaxy A52,Électronique,Smartphone,499,2020-09-14,,411,29,12,Premium,CE
P439,Portable SSD T7,Électronique,Stockage,189,2020-10-24,2022-05-31,486,35,98,Premium,FCC
P440,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-09-02,,150,34,55,Premium,CE
P441,Galaxy S21,Électronique,Smartphone,999,2020-10-07,2022-05-19,448,29,100,Premium,None
P442,Galaxy Note 20,Électronique,Smartphone,1099,2020-09-20,,448,37,39,Premium,None
P443,QLED 8K TV,Électronique,Télévision,2999,2020-08-23,2022-12-04,489,32,22,Premium,CE
P444,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-11-13,,337,1,37,Économique,RoHS
P445,Galaxy Tab S7,Électronique,Tablette,649,2020-05-29,2022-09-16,455,44,94,Premium,None
P446,Galaxy Watch 3,Électronique,Montre,399,2020-08-30,,203,4,63,Économique,CE
P447,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-08-25,2022-11-30,81,3,74,Premium,CE
P448,Galaxy A52,Électronique,Smartphone,499,2020-11-17,,123,33,100,Économique,FCC
P449,Portable SSD T7,Électronique,Stockage,189,2020-04-03,2022-12-03,233,8,64,Économique,FCC
P450,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-11-30,,296,22,48,Économique,CE
P451,Galaxy S21,Électronique,Smartphone,999,2020-03-08,2022-04-16,414,6,79,Premium,CE
P452,Galaxy Note 20,Électronique,Smartphone,1099,2020-05-28,,469,27,38,Premium,RoHS
P453,QLED 8K TV,Électronique,Télévision,2999,2020-11-06,2022-10-21,391,47,29,Économique,RoHS
P454,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-06-26,,439,1,69,Premium,FCC
P455,Galaxy Tab S7,Électronique,Tablette,649,2020-07-23,2022-06-17,458,36,55,Premium,RoHS
P456,Galaxy Watch 3,Électronique,Montre,399,2020-03-19,,479,3,85,Économique,FCC
P457,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-01-30,2022-11-12,183,22,89,Économique,None
P458,Galaxy A52,Électronique,Smartphone,499,2020-11-13,,72,3,30,Premium,None
P459,Portable SSD T7,Électronique,Stockage,189,2020-06-18,2022-04-17,95,4,17,Premium,FCC
P460,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-12-07,,187,9,92,Économique,CE
P461,Galaxy S21,Électronique,Smartphone,999,2020-10-27,2022-04-11,99,10,70,Économique,RoHS
P462,Galaxy Note 20,Électronique,Smartphone,1099,2020-06-21,,81,18,96,Premium,FCC
P463,QLED 8K TV,Électronique,Télévision,2999,2020-11-15,2022-12-12,141,50,11,Premium,RoHS
P464,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-08-04,,342,41,98,Économique,RoHS
P465,Galaxy Tab S7,Électronique,Tablette,649,2020-04-03,2022-01-04,287,11,24,Économique,RoHS
P466,Galaxy Watch 3,Électronique,Montre,399,2020-05-04,,254,20,66,Premium,RoHS
P467,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-10-12,2022-02-17,219,2,55,Économique,RoHS
P468,Galaxy A52,Électronique,Smartphone,499,2020-09-12,,437,1,98,Économique,RoHS
P469,Portable SSD T7,Électronique,Stockage,189,2020-06-21,2022-11-28,351,38,47,Premium,RoHS
P470,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-04-28,,100,2,51,Économique,FCC
P471,Galaxy S21,Électronique,Smartphone,999,2020-09-19,2022-09-19,186,48,30,Premium,CE
P472,Galaxy Note 20,Électronique,Smartphone,1099,2020-11-21,,196,24,69,Économique,CE
P473,QLED 8K TV,Électronique,Télévision,2999,2020-11-03,2022-01-04,370,21,20,Premium,CE
P474,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-01-10,,391,23,75,Premium,None
P475,Galaxy Tab S7,Électronique,Tablette,649,2020-10-21,2022-08-31,330,45,12,Économique,CE
P476,Galaxy Watch 3,Électronique,Montre,399,2020-01-03,,459,12,25,Économique,RoHS
P477,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-01-18,2022-02-15,132,23,100,Premium,RoHS
P478,Galaxy A52,Électronique,Smartphone,499,2020-05-27,,431,20,57,Économique,None
P479,Portable SSD T7,Électronique,Stockage,189,2020-06-15,2022-12-14,486,14,83,Premium,RoHS
P480,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-04-18,,305,32,42,Premium,RoHS
P481,Galaxy S21,Électronique,Smartphone,999,2020-04-06,2022-02-20,358,30,80,Premium,FCC
P482,Galaxy Note 20,Électronique,Smartphone,1099,2020-07-10,,499,21,50,Économique,RoHS
P483,QLED 8K TV,Électronique,Télévision,2999,2020-01-03,2022-01-27,238,12,92,Premium,RoHS
P484,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-09-18,,179,14,40,Premium,None
P485,Galaxy Tab S7,Électronique,Tablette,649,2020-11-12,2022-11-02,350,25,39,Premium,RoHS
P486,Galaxy Watch 3,Électronique,Montre,399,2020-08-25,,202,4,93,Économique,FCC
P487,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-06-21,2022-12-20,56,41,38,Premium,FCC
P488,Galaxy A52,Électronique,Smartphone,499,2020-08-19,,411,44,55,Premium,FCC
P489,Portable SSD T7,Électronique,Stockage,189,2020-07-19,2022-12-02,157,22,39,Économique,RoHS
P490,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-06-06,,248,7,24,Économique,CE
P491,Galaxy S21,Électronique,Smartphone,999,2020-06-18,2022-02-04,62,6,12,Économique,None
P492,Galaxy Note 20,Électronique,Smartphone,1099,2020-01-10,,400,36,62,Premium,RoHS
P493,QLED 8K TV,Électronique,Télévision,2999,2020-06-21,2022-09-28,196,32,50,Économique,CE
P494,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-03-29,,97,2,40,Premium,None
P495,Galaxy Tab S7,Électronique,Tablette,649,2020-09-13,2022-12-04,479,17,52,Économique,None
P496,Galaxy Watch 3,Électronique,Montre,399,2020-06-03,,419,10,49,Économique,None
P497,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-10-11,2022-03-14,257,7,41,Économique,FCC
