ID_Vente,ID_Produit,Quantité_Vendue,Date_Vente,ID_Client,Montant_Total,Délai_Livraison_Jours,Score_Satisfaction,Méthode_Expédition,Canal_Achat,Pays_Vente
V1227,P512,4,2021-10-22,C375,4396,13,1.0460849025002648,Standard,Magasin,USA
V1228,P424,5,2021-11-15,C572,995,13,3.824002018093331,Standard,Revendeur,Corée
V1229,P788,4,2021-07-05,C364,1996,20,2.7519932017886632,Express,En ligne,Allemagne
V1230,P1215,5,2021-01-16,C382,3245,18,3.3766774542464413,Standard,En ligne,Corée
V1231,P1690,4,2021-07-04,C329,7996,14,3.0081070981062497,Express,En ligne,Corée
V1232,P367,2,2021-05-03,C953,4398,1,1.333437051015292,Standard,Magasin,Corée
V1233,P643,5,2021-09-21,C248,14995,25,2.8292824451047762,Standard,Magasin,Allemagne
V1234,P531,5,2021-09-08,C922,4995,10,2.4527885020832536,Express,En ligne,France
V1235,P1929,2,2021-04-21,C476,378,16,4.47437555638146,Express,Magasin,USA
V1236,P704,3,2021-09-11,C656,597,6,3.3553407701844193,Express,Magasin,Allemagne
V1237,P547,5,2021-08-03,C898,10995,15,3.7733713561053497,Standard,Revendeur,Corée
V1238,P1467,3,2021-11-07,C237,6597,13,3.4647323176062454,Standard,Magasin,Allemagne
V1239,P1508,2,2021-01-15,C499,998,24,3.9445074949494368,Standard,Magasin,Corée
V1240,P193,1,2021-09-24,C468,2999,4,2.913027274798523,Express,Revendeur,Allemagne
V1241,P1293,3,2021-07-12,C181,8997,1,4.77240814302617,Express,Magasin,France
V1242,P844,2,2021-07-26,C152,398,21,4.061290273954343,Standard,Magasin,Allemagne
V1243,P767,4,2021-01-07,C579,8796,4,3.9965158814393646,Express,Revendeur,Chine
V1244,P1260,1,2021-11-13,C639,1999,28,4.918334826038693,Express,Magasin,France
V1245,P1492,3,2021-07-27,C470,3297,25,1.4723958982188412,Standard,En ligne,France
V1246,P1819,2,2021-06-13,C341,378,11,1.0895462028186262,Standard,Revendeur,France
V1247,P1599,1,2021-10-31,C129,189,21,3.6358252082126414,Standard,Magasin,Corée
V1248,P793,1,2021-03-18,C905,2999,1,1.2998571555391822,Standard,Magasin,Corée
V1249,P038,5,2021-04-14,C471,2495,3,1.3321868300568807,Standard,Revendeur,France
V1250,P1250,4,2021-05-07,C352,7996,26,2.865408768932329,Express,Magasin,USA
V1251,P748,3,2021-09-25,C802,1497,8,3.5089857872298125,Standard,Magasin,USA
V1252,P1531,3,2021-11-27,C740,2997,23,4.803737883076484,Standard,En ligne,USA
V1253,P391,4,2021-06-22,C335,3996,4,2.1179504238971267,Express,Revendeur,France
V1254,P1407,1,2021-04-15,C197,2199,6,1.5500031111632722,Express,Revendeur,USA
V1255,P012,2,2021-04-05,C426,2198,12,3.3740211052910705,Standard,En ligne,Chine
V1256,P088,5,2021-05-30,C493,2495,15,3.0196268277947804,Standard,Magasin,France
V1257,P1763,3,2021-07-31,C343,8997,12,2.027454153247283,Express,En ligne,Chine
V1258,P1552,4,2021-03-22,C249,4396,21,4.858233858844979,Standard,Revendeur,Allemagne
V1259,P1721,2,2021-08-03,C102,1998,23,2.1100807090192992,Express,Revendeur,France
V1260,P087,5,2021-04-14,C309,10995,2,1.8211405845230173,Standard,Magasin,Allemagne
V1261,P777,3,2021-09-12,C372,6597,22,4.797686572122375,Standard,Magasin,Chine
V1262,P761,1,2021-08-12,C817,999,26,3.0824229749217498,Standard,En ligne,Corée
V1263,P385,3,2021-08-06,C861,1947,28,3.0039960604646514,Standard,Magasin,France
V1264,P1570,3,2021-02-18,C241,5997,23,4.081247774768974,Express,Revendeur,USA
V1265,P1667,5,2021-11-03,C975,10995,19,3.8185574395733206,Standard,Magasin,Chine
V1266,P013,3,2021-03-21,C118,8997,20,4.528600294153772,Standard,En ligne,France
V1267,P1276,1,2021-09-27,C424,399,7,2.637429804817783,Express,Revendeur,Corée
V1268,P860,1,2021-08-23,C496,1999,12,2.6757286252060046,Standard,Magasin,France
V1269,P897,4,2021-12-25,C279,8796,16,4.781843715109632,Standard,Revendeur,France
V1270,P1197,1,2021-09-09,C700,2199,29,2.102538926926502,Express,Revendeur,USA
V1271,P712,2,2021-11-12,C445,2198,29,2.123397804555873,Standard,En ligne,Allemagne
V1272,P1809,2,2021-12-08,C400,378,2,2.509473279682361,Standard,Revendeur,Chine
V1273,P1841,1,2021-07-21,C732,999,24,2.127453870922335,Standard,Magasin,France
V1274,P286,1,2021-12-26,C697,399,21,2.6345492150954994,Standard,Revendeur,Corée
V1275,P842,5,2021-01-26,C373,5495,11,2.439402681812627,Standard,Revendeur,Allemagne
V1276,P664,2,2021-01-25,C985,398,21,4.257019356492485,Express,Magasin,Chine
V1277,P1690,5,2021-07-26,C408,9995,3,3.94066076642799,Express,En ligne,USA
V1278,P440,1,2021-08-26,C997,1999,30,2.1361714154620066,Express,Revendeur,France
V1279,P356,1,2021-10-30,C346,399,22,1.3272977748047623,Standard,Revendeur,Allemagne
V1280,P1097,5,2021-10-29,C191,10995,21,1.4827463055108403,Standard,En ligne,Chine
V1281,P717,4,2021-11-22,C197,8796,11,1.126943070799601,Standard,En ligne,USA
V1282,P1277,1,2021-07-19,C209,2199,12,3.531682324704799,Standard,Revendeur,France
V1283,P1218,5,2021-07-30,C746,2495,13,4.314347506600013,Standard,Revendeur,Chine
V1284,P1240,2,2021-08-30,C157,3998,26,1.416138366794578,Standard,Revendeur,Corée
V1285,P142,4,2021-12-24,C204,4396,5,3.02726596079701,Standard,Magasin,Corée
V1286,P431,4,2021-01-29,C276,3996,9,3.5495204582617292,Standard,Revendeur,Corée
V1287,P1604,3,2021-01-25,C862,597,18,2.0773690900097916,Express,Revendeur,Corée
V1288,P231,2,2021-08-12,C828,1998,13,1.9283531291564797,Standard,Magasin,Allemagne
V1289,P1379,1,2021-11-28,C807,189,15,2.284347097351853,Express,En ligne,France
V1290,P1784,4,2021-11-12,C857,796,22,2.9137662264380975,Standard,En ligne,Allemagne
V1291,P1068,1,2021-01-23,C471,499,8,2.375843289651011,Express,En ligne,Chine
V1292,P731,1,2021-01-12,C645,999,7,3.1725731117263307,Express,Magasin,Chine
V1293,P799,3,2021-09-11,C479,567,22,2.1775737256574703,Standard,En ligne,Corée
V1294,P1187,3,2021-09-30,C597,6597,14,1.442318366503669,Standard,Magasin,Chine
V1295,P1747,4,2021-06-30,C355,8796,23,4.273533595431315,Standard,En ligne,Allemagne
V1296,P1073,2,2021-05-16,C186,5998,13,2.8062156784011227,Express,En ligne,Allemagne
V1297,P1030,4,2021-07-04,C378,7996,17,2.696807730609822,Express,Magasin,Allemagne
V1298,P933,2,2021-06-18,C695,5998,2,1.0636016408003428,Standard,En ligne,France
V1299,P328,1,2021-02-13,C419,499,14,3.779184543204307,Standard,En ligne,France
V1300,P1309,5,2021-11-19,C188,945,17,4.942076593075608,Standard,Magasin,USA
V1301,P1232,5,2021-09-25,C196,5495,5,2.9990542312804114,Standard,En ligne,France
V1302,P244,5,2021-08-19,C887,995,22,2.7854623416205455,Standard,Revendeur,Allemagne
V1303,P587,3,2021-12-30,C306,6597,12,3.055415477798891,Express,Revendeur,Allemagne
V1304,P075,4,2021-03-10,C795,2596,7,3.3096474432073193,Express,En ligne,Corée
V1305,P011,3,2021-03-22,C625,2997,18,2.955350403242032,Standard,Revendeur,France
V1306,P347,2,2021-02-23,C576,4398,14,3.4437572278362207,Standard,Revendeur,Corée
V1307,P1576,2,2021-11-11,C233,798,28,1.324082380025125,Standard,Revendeur,Corée
V1308,P1693,1,2021-10-05,C396,2999,10,1.097170815651967,Express,Revendeur,USA
V1309,P1481,5,2021-09-27,C210,4995,29,2.809140674338537,Express,En ligne,France
V1310,P1928,1,2021-02-04,C286,499,4,1.228345385651401,Standard,Magasin,USA
V1311,P1275,5,2021-03-04,C405,3245,19,2.212498308748931,Express,Magasin,France
V1312,P369,5,2021-12-18,C204,945,14,4.7758905358763535,Express,Magasin,France
V1313,P1982,3,2021-06-02,C703,3297,1,1.0016334538628353,Standard,Revendeur,USA
V1314,P1888,1,2021-10-31,C866,499,25,4.798382974355464,Standard,Magasin,Corée
V1315,P999,4,2021-09-22,C369,756,19,1.5209242422879847,Express,En ligne,USA
V1316,P1523,1,2021-02-23,C195,2999,26,1.3684257848164258,Express,Magasin,Chine
V1317,P1249,3,2021-11-29,C548,567,1,2.488572770836325,Express,Magasin,Corée
V1318,P623,3,2021-06-04,C692,8997,13,3.1738380643317443,Express,Magasin,Allemagne
V1319,P1974,3,2021-05-19,C211,597,18,2.213951262405538,Express,Magasin,Corée
V1320,P1466,4,2021-01-29,C306,1596,30,3.7824159339610666,Standard,En ligne,France
V1321,P1271,4,2021-11-05,C264,3996,1,2.4622627270351014,Standard,Revendeur,USA
V1322,P1027,2,2021-01-12,C916,4398,7,1.0596679733893177,Standard,Revendeur,Chine
V1323,P1375,2,2021-09-03,C152,1298,20,2.4352320717430107,Standard,Revendeur,USA
V1324,P1722,4,2021-01-17,C245,4396,14,4.685556957799287,Standard,Magasin,USA
V1325,P419,1,2021-05-24,C206,189,29,1.8607290348452867,Standard,Revendeur,Allemagne
V1326,P872,4,2021-04-20,C471,4396,10,4.239060990077533,Standard,Revendeur,Allemagne
V1327,P1871,3,2021-01-24,C351,2997,23,3.3136312104422654,Express,En ligne,Allemagne
V1328,P148,5,2021-08-08,C502,2495,8,1.1919348952816353,Standard,En ligne,Allemagne
V1329,P016,1,2021-07-08,C316,399,17,1.106933322175626,Standard,Revendeur,France
V1330,P1856,1,2021-04-30,C760,399,24,2.692305898210471,Standard,Magasin,Chine
V1331,P1821,5,2021-03-17,C340,4995,2,2.9892819385758846,Standard,En ligne,France
V1332,P1925,5,2021-02-24,C482,3245,27,4.777952722822717,Standard,Magasin,France
V1333,P791,3,2021-04-17,C859,2997,15,3.678684278309378,Express,Magasin,Chine
V1334,P254,4,2021-01-09,C616,796,1,3.27390323853458,Express,En ligne,USA
V1335,P611,2,2021-12-15,C225,1998,6,3.832246165062451,Express,Magasin,USA
V1336,P1458,2,2021-11-26,C621,998,1,2.2771407059139785,Standard,Magasin,France
V1337,P1819,1,2021-10-12,C400,189,6,1.5284917060426797,Standard,Revendeur,Corée
V1338,P804,2,2021-09-30,C788,398,13,2.9530104799375123,Standard,Magasin,France
V1339,P1938,5,2021-12-16,C744,2495,14,4.63164166144101,Express,En ligne,Allemagne
V1340,P1580,4,2021-06-13,C750,7996,24,4.089422792892511,Express,En ligne,Chine
V1341,P498,2,2021-10-20,C859,998,18,2.857667468452569,Express,Revendeur,USA
V1342,P1148,4,2021-04-19,C670,1996,14,1.6888471960399856,Standard,En ligne,Allemagne
V1343,P654,2,2021-08-11,C525,398,24,4.416390077285101,Express,Revendeur,Allemagne
V1344,P1036,1,2021-06-06,C578,399,3,3.513391651132261,Express,Revendeur,Allemagne
V1345,P783,5,2021-04-29,C732,14995,7,2.0469605007109366,Standard,Revendeur,Allemagne
V1346,P418,5,2021-02-21,C900,2495,15,2.55225064392422,Express,Revendeur,USA
V1347,P1406,4,2021-11-28,C956,1596,16,1.7896992783141275,Express,Revendeur,USA
V1348,P1078,1,2021-02-16,C517,499,29,3.290544560820853,Standard,Magasin,Chine
V1349,P505,3,2021-12-13,C950,1947,13,4.845283849208734,Express,Revendeur,France
V1350,P1272,2,2021-10-23,C314,2198,3,1.622272307153204,Express,Revendeur,Corée
V1351,P1842,3,2021-10-05,C725,3297,22,4.592991070908832,Standard,En ligne,Chine
V1352,P052,3,2021-07-21,C954,3297,19,1.4587783754080355,Express,Magasin,Allemagne
V1353,P1847,1,2021-05-22,C123,2199,4,3.9352174915344813,Express,En ligne,France
V1354,P712,1,2021-07-08,C654,1099,30,1.0875007496868778,Express,Magasin,Corée
V1355,P421,4,2021-01-28,C321,3996,20,2.5925663855000316,Standard,Revendeur,Allemagne
V1356,P909,2,2021-03-23,C271,378,24,2.6921384742415255,Express,Magasin,Chine
V1357,P1470,3,2021-04-17,C988,5997,18,2.834285195910772,Express,En ligne,Corée
V1358,P1450,5,2021-11-08,C595,9995,22,2.778830933549774,Standard,En ligne,Allemagne
V1359,P195,2,2021-01-09,C874,1298,24,3.6774066648310377,Express,Revendeur,France
V1360,P1555,4,2021-07-16,C276,2596,12,1.9018279064216492,Express,Magasin,USA
V1361,P300,5,2021-03-16,C374,9995,9,4.563181721462152,Express,Revendeur,Chine
V1362,P519,3,2021-12-14,C933,567,1,3.6036273481257926,Standard,En ligne,Allemagne
V1363,P518,1,2021-11-25,C909,499,26,4.322751027555128,Standard,Magasin,Chine
V1364,P1839,5,2021-05-03,C363,945,24,4.27536034214869,Express,Magasin,France
V1365,P1022,5,2021-11-15,C295,5495,13,2.5896483668562946,Standard,En ligne,Corée
V1366,P273,4,2021-06-17,C185,11996,11,2.7980356781832163,Express,Magasin,France
V1367,P1492,3,2021-12-14,C854,3297,18,2.9467055831978044,Standard,Magasin,USA
V1368,P1140,1,2021-06-11,C606,1999,3,4.389260856789406,Standard,Magasin,Corée
V1369,P705,1,2021-12-05,C328,649,24,4.364995496101098,Standard,En ligne,Corée
V1370,P1141,4,2021-11-14,C733,3996,22,4.459406879287375,Standard,En ligne,Chine
V1371,P758,2,2021-07-16,C401,998,20,2.041504887530222,Standard,Revendeur,USA
V1372,P1245,3,2021-12-06,C466,1947,15,4.789840888302823,Express,Magasin,Allemagne
V1373,P243,3,2021-04-02,C114,8997,19,4.74153243244687,Standard,Magasin,Chine
V1374,P724,4,2021-04-07,C790,796,12,1.1878479765349619,Standard,En ligne,USA
V1375,P1759,2,2021-05-27,C132,378,17,4.966055185565997,Express,Revendeur,France
V1376,P182,3,2021-02-23,C327,3297,25,2.7055274393592312,Express,Revendeur,USA
V1377,P165,3,2021-03-23,C799,1947,1,4.514237071864663,Express,Revendeur,USA
V1378,P1292,1,2021-08-08,C448,1099,13,1.6797336860336896,Standard,En ligne,Allemagne
V1379,P350,5,2021-08-09,C739,9995,13,4.815911468786666,Express,En ligne,Chine
V1380,P234,2,2021-10-18,C704,398,4,4.326772392684439,Standard,Magasin,Chine
V1381,P1246,2,2021-11-23,C218,798,14,1.0951141172578338,Express,Revendeur,USA
V1382,P1404,1,2021-05-25,C790,199,27,1.2178118823426365,Express,Revendeur,France
V1383,P1956,4,2021-12-04,C721,1596,30,3.1159542950808414,Standard,En ligne,USA
V1384,P1404,5,2021-09-17,C612,995,11,3.373560966295056,Express,En ligne,Corée
V1385,P1662,3,2021-03-27,C227,3297,6,2.8370735050961593,Express,Magasin,USA
V1386,P467,3,2021-01-31,C165,6597,26,2.963147097065632,Express,Revendeur,Chine
V1387,P872,5,2021-11-06,C544,5495,24,1.547538344182425,Standard,Revendeur,Corée
V1388,P1239,5,2021-02-18,C643,945,10,2.601482271945508,Express,Revendeur,France
V1389,P928,3,2021-06-02,C396,1497,11,3.8609467120140404,Express,Revendeur,France
V1390,P390,3,2021-03-27,C173,5997,22,2.071680534038451,Standard,Magasin,Allemagne
V1391,P1660,3,2021-10-14,C348,5997,3,3.5591076044025525,Standard,Revendeur,Chine
V1392,P618,4,2021-06-20,C456,1996,18,4.841765964965539,Express,Revendeur,Corée
V1393,P1553,1,2021-03-21,C400,2999,17,3.2866610198746304,Express,Revendeur,USA
V1394,P081,3,2021-05-09,C179,2997,7,2.8694523894217285,Express,Magasin,Allemagne
V1395,P726,5,2021-09-23,C110,1995,6,3.871614694228026,Express,Revendeur,USA
V1396,P1232,5,2021-11-15,C261,5495,1,3.2991773992467497,Standard,Revendeur,France
V1397,P1060,3,2021-09-04,C641,5997,6,2.212428687885184,Express,Revendeur,Allemagne
V1398,P1757,3,2021-08-18,C117,6597,13,4.849960643251805,Standard,Revendeur,Allemagne
V1399,P220,5,2021-10-10,C229,9995,11,3.7330284211171043,Express,Revendeur,Corée
V1400,P1513,4,2021-12-06,C159,11996,12,1.9251720902643736,Standard,Magasin,Chine
V1401,P166,5,2021-06-30,C616,1995,16,2.7866441131115978,Express,Revendeur,Chine
V1402,P728,4,2021-01-30,C675,1996,30,1.928053584689382,Express,Revendeur,France
V1403,P1713,4,2021-10-03,C550,11996,27,4.924794596286437,Express,Revendeur,USA
V1404,P670,4,2021-12-15,C965,7996,24,2.1112275630878177,Standard,En ligne,Chine
V1405,P074,5,2021-11-25,C922,995,10,3.364829975025821,Standard,En ligne,Corée
V1406,P126,3,2021-02-15,C362,1197,25,4.333088611259662,Standard,En ligne,Allemagne
V1407,P2000,1,2021-05-13,C835,1999,17,4.3227625804988685,Express,Revendeur,France
V1408,P1148,2,2021-01-23,C797,998,13,1.5700513979721262,Express,En ligne,Corée
V1409,P1816,3,2021-09-12,C956,1197,12,4.442632375820933,Express,En ligne,Corée
V1410,P1462,5,2021-08-07,C773,5495,9,2.6300458202215626,Express,Magasin,Allemagne
V1411,P784,3,2021-07-19,C796,597,15,3.89087429116274,Standard,En ligne,Chine
V1412,P1345,2,2021-04-27,C233,1298,29,2.063955070602624,Standard,En ligne,USA
V1413,P970,3,2021-10-25,C173,5997,8,1.7393923515530556,Express,Magasin,Allemagne
V1414,P284,3,2021-01-31,C644,597,1,3.7842804661732985,Standard,En ligne,Allemagne
V1415,P1209,1,2021-03-13,C604,189,8,4.05427711144012,Standard,Magasin,Corée
V1416,P1756,4,2021-11-16,C215,1596,20,3.3457176652224576,Express,Magasin,Corée
V1417,P1148,5,2021-12-21,C337,2495,3,1.0572499423269197,Express,En ligne,France
V1418,P1280,4,2021-05-03,C124,7996,21,2.5752929135924587,Standard,Revendeur,France
V1419,P004,1,2021-11-16,C619,199,12,4.983760307579277,Express,Magasin,Corée
V1420,P711,4,2021-01-18,C134,3996,19,1.725450564053832,Standard,Magasin,USA
V1421,P631,2,2021-11-10,C599,1998,30,4.027066816762595,Express,Revendeur,USA
V1422,P1924,5,2021-09-09,C633,995,11,3.74166354502306,Express,En ligne,Corée
V1423,P1949,3,2021-02-19,C573,567,28,3.4236024604796502,Standard,Magasin,Corée
V1424,P287,4,2021-03-17,C189,8796,5,3.5850828096542213,Standard,En ligne,USA
V1425,P461,2,2021-10-23,C309,1998,23,2.0368935278347724,Express,En ligne,France
V1426,P982,3,2021-03-11,C343,3297,20,1.7139461456301617,Express,Magasin,Corée
V1427,P939,5,2021-06-23,C695,945,20,4.067149629874699,Express,En ligne,Allemagne
V1428,P974,2,2021-06-04,C249,398,14,3.428498021003874,Standard,Revendeur,France
V1429,P485,3,2021-06-11,C816,1947,12,4.291220044414518,Express,En ligne,France
V1430,P1380,2,2021-05-20,C456,3998,13,3.6144695630093255,Express,Magasin,France
V1431,P1395,5,2021-07-29,C629,3245,12,3.5456006216930662,Express,En ligne,USA
V1432,P1362,2,2021-12-10,C442,2198,15,4.478398808556208,Standard,En ligne,Chine
V1433,P125,4,2021-04-13,C101,2596,14,4.622690049931727,Express,Magasin,USA
V1434,P1876,3,2021-03-28,C141,1197,2,3.232926323842987,Standard,En ligne,Chine
V1435,P619,4,2021-11-21,C393,756,4,3.622389763136675,Standard,Revendeur,Allemagne
V1436,P1379,4,2021-11-21,C633,756,20,2.124253686930795,Express,Revendeur,France
V1437,P230,2,2021-04-07,C344,3998,16,3.496288204741001,Standard,Magasin,Chine
V1438,P473,3,2021-01-11,C518,8997,21,1.4170648685342169,Express,Magasin,Corée
V1439,P991,3,2021-04-14,C893,2997,11,1.6487373822123281,Express,En ligne,Chine
V1440,P955,5,2021-07-05,C960,3245,29,2.2992066581947577,Express,En ligne,France
V1441,P504,2,2021-03-19,C496,398,7,1.993138130349371,Standard,En ligne,Corée
V1442,P567,1,2021-05-02,C111,2199,27,4.650827057188248,Express,Revendeur,USA
V1443,P418,5,2021-09-25,C780,2495,30,1.6927539398678935,Express,En ligne,Chine
V1444,P1238,3,2021-05-08,C457,1497,26,3.111193392825631,Express,Magasin,Allemagne
V1445,P952,5,2021-01-09,C778,5495,14,1.3084639714703803,Express,En ligne,Chine
V1446,P568,2,2021-06-25,C554,998,6,2.9824728797503175,Standard,En ligne,Allemagne
V1447,P776,5,2021-05-10,C297,1995,24,2.6023376370625235,Standard,Revendeur,France
V1448,P1654,1,2021-01-25,C183,199,11,4.86054405898047,Standard,Magasin,Chine
V1449,P829,2,2021-02-17,C153,378,13,2.1735864459539687,Express,Magasin,USA
V1450,P1713,2,2021-11-05,C945,5998,24,3.0353869860628637,Standard,Magasin,Allemagne
V1451,P937,1,2021-08-26,C348,2199,3,1.5175302201701055,Standard,Revendeur,USA
V1452,P172,1,2021-03-18,C326,1099,28,1.1091303391243912,Express,Revendeur,France
V1453,P923,3,2021-08-17,C603,8997,27,3.08159766154431,Standard,En ligne,France
V1454,P1444,5,2021-11-12,C226,995,23,2.8873118883730196,Express,En ligne,Allemagne
V1455,P503,5,2021-01-24,C335,14995,12,3.5898209288403375,Standard,Revendeur,Corée
V1456,P098,3,2021-12-23,C788,1497,18,3.8563627900788346,Standard,En ligne,Corée
V1457,P1247,2,2021-02-15,C212,4398,20,4.686144126649222,Express,Revendeur,Allemagne
V1458,P963,5,2021-12-03,C703,14995,14,3.51605465926692,Express,Magasin,USA
V1459,P1576,4,2021-04-24,C894,1596,7,1.6837861153961566,Standard,En ligne,Allemagne
V1460,P545,2,2021-02-19,C543,1298,12,4.830838699681864,Express,En ligne,Allemagne
V1461,P734,5,2021-04-04,C235,995,23,4.197414833020171,Express,Revendeur,Corée
V1462,P1776,4,2021-11-03,C374,1596,18,1.4742407505199009,Standard,En ligne,USA
V1463,P1200,2,2021-05-31,C361,3998,30,4.399853142779477,Express,Revendeur,Allemagne
V1464,P305,3,2021-03-07,C808,1947,1,2.9763511345053564,Standard,Magasin,Allemagne
V1465,P1206,5,2021-03-28,C889,1995,18,4.096031043930351,Express,Revendeur,Corée
V1466,P194,5,2021-02-05,C295,995,1,1.4377222299637111,Standard,Revendeur,Corée
V1467,P522,5,2021-12-06,C123,5495,25,4.080009798561754,Express,Magasin,Allemagne
V1468,P551,3,2021-12-12,C738,2997,8,3.5562471314136452,Standard,Magasin,Chine
V1469,P1408,3,2021-11-29,C332,1497,26,3.2829288961130767,Express,Magasin,France
V1470,P1626,1,2021-03-20,C814,399,28,2.52345972837359,Express,En ligne,France
V1471,P015,2,2021-01-17,C590,1298,16,1.0336575041374534,Express,Revendeur,Chine
V1472,P1327,3,2021-06-11,C727,6597,5,3.335980091901529,Express,Revendeur,Allemagne
V1473,P069,1,2021-06-29,C305,189,8,3.7602505645636892,Standard,En ligne,USA
V1474,P1021,1,2021-03-20,C819,999,8,1.6942227556717193,Standard,En ligne,Allemagne
V1475,P047,5,2021-11-23,C739,10995,22,2.480438036688961,Standard,Magasin,France
V1476,P1170,1,2021-09-24,C762,1999,8,3.4573299201201695,Standard,Magasin,USA
V1477,P1019,1,2021-04-11,C423,189,4,1.2071810860283594,Express,Revendeur,Chine
V1478,P1177,1,2021-08-17,C249,2199,13,3.7854889404520042,Standard,Revendeur,France
V1479,P1236,4,2021-03-19,C774,1596,21,4.578495727192056,Standard,Revendeur,France
V1480,P1517,1,2021-02-13,C913,2199,19,4.868106450785302,Standard,Magasin,USA
V1481,P1169,5,2021-08-16,C847,945,26,1.5928655393203002,Express,Revendeur,Corée
V1482,P005,2,2021-03-18,C139,1298,19,3.4370406414995647,Standard,En ligne,France
V1483,P044,3,2021-04-14,C194,597,19,4.728402181569401,Express,Magasin,Corée
V1484,P291,3,2021-04-05,C505,2997,22,4.404901285726762,Express,En ligne,Allemagne
V1485,P1663,1,2021-01-10,C901,2999,15,2.92756008942781,Express,Revendeur,Corée
V1486,P1156,1,2021-12-15,C684,399,13,4.02378197526826,Express,Magasin,Corée
V1487,P684,5,2021-08-11,C500,995,20,1.326427293335661,Standard,Magasin,Corée
V1488,P1657,5,2021-02-27,C914,10995,21,1.117709908951122,Express,En ligne,Chine
V1489,P1441,2,2021-01-05,C451,1998,9,2.749944868486418,Express,Magasin,Chine
V1490,P105,2,2021-02-06,C920,1298,4,2.8793380204990235,Express,Magasin,France
V1491,P1823,5,2021-08-31,C371,14995,30,4.797904681008234,Express,Revendeur,Corée
V1492,P999,5,2021-08-14,C808,945,9,4.001303411838583,Express,Revendeur,USA
V1493,P155,4,2021-11-25,C871,2596,25,2.0758201232941382,Standard,Revendeur,Chine
V1494,P538,3,2021-02-25,C233,1497,27,4.810049652206375,Standard,En ligne,Corée
V1495,P532,5,2021-06-11,C869,5495,24,1.450297314782297,Express,Revendeur,Chine
V1496,P482,3,2021-07-16,C435,3297,14,4.676325843362191,Standard,Magasin,Allemagne
V1497,P355,1,2021-05-16,C439,649,27,1.0355191864539388,Standard,En ligne,USA
V1498,P792,1,2021-02-06,C127,1099,6,3.9930889437019887,Standard,Revendeur,Chine
V1499,P1761,1,2021-02-19,C274,999,1,3.7881210183199703,Express,Revendeur,Allemagne
V1500,P627,4,2021-03-24,C705,8796,21,1.1678471109581658,Express,Revendeur,Allemagne
V1501,P1157,2,2021-07-03,C948,4398,18,4.840672629736337,Express,En ligne,USA
V1502,P1264,1,2021-03-22,C834,199,11,2.6096238398319715,Standard,Magasin,Allemagne
V1503,P553,5,2021-04-25,C438,14995,20,4.769785404250473,Standard,Magasin,Corée
V1504,P1091,3,2021-02-22,C428,2997,9,1.2853685763720573,Standard,Revendeur,Corée
V1505,P1456,1,2021-10-12,C613,399,24,4.132340741116881,Express,Revendeur,Chine
V1506,P152,3,2021-04-07,C383,3297,24,1.046367236787162,Standard,Magasin,Chine
V1507,P189,3,2021-08-13,C609,567,15,3.2569699188348884,Express,Magasin,Allemagne
V1508,P1512,2,2021-10-23,C532,2198,19,3.6510135261786956,Express,Magasin,Allemagne
V1509,P143,5,2021-10-18,C707,14995,20,4.969997980763007,Express,En ligne,USA
V1510,P1306,4,2021-08-20,C775,1596,18,4.3504843716477595,Express,En ligne,Chine
V1511,P1609,3,2021-03-05,C770,567,27,1.6563914937920798,Express,Revendeur,France
V1512,P708,5,2021-09-14,C724,2495,18,3.185387602904644,Standard,Revendeur,Allemagne
V1513,P371,3,2021-12-13,C481,2997,5,4.806663742705088,Standard,En ligne,France
V1514,P919,4,2021-11-03,C359,756,17,2.8199242887923344,Standard,En ligne,USA
V1515,P1144,5,2021-06-11,C992,995,27,3.145737069630985,Express,En ligne,France
V1516,P1019,2,2021-08-23,C455,378,28,3.1112785336054185,Standard,Magasin,France
V1517,P058,3,2021-11-22,C518,1497,24,4.27118490137732,Express,Magasin,France
V1518,P1529,2,2021-12-10,C466,378,22,1.3358376895229735,Standard,En ligne,Allemagne
V1519,P1394,5,2021-08-03,C436,995,17,4.4348319094401365,Standard,Magasin,France
V1520,P206,2,2021-05-21,C334,798,5,1.7264586270118492,Standard,Revendeur,France
V1521,P249,2,2021-05-06,C535,378,7,1.8133781862972538,Standard,En ligne,Corée
V1522,P1158,4,2021-04-16,C450,1996,28,2.95947704142609,Express,Magasin,France
V1523,P734,1,2021-09-21,C730,199,18,4.094484064139992,Express,En ligne,Allemagne
V1524,P705,5,2021-12-10,C991,3245,9,3.576785710124174,Express,Magasin,Corée
V1525,P1763,4,2021-02-07,C286,11996,11,3.7721251200049273,Standard,Magasin,France
V1526,P767,1,2021-01-31,C374,2199,1,4.293185547355879,Standard,Magasin,Allemagne
V1527,P678,1,2021-08-01,C838,499,13,2.879588701848876,Standard,Revendeur,USA
V1528,P883,4,2021-02-18,C816,11996,26,3.7142171829993536,Express,Magasin,France
V1529,P513,5,2021-08-17,C702,14995,21,1.7122112269662493,Express,Magasin,Allemagne
V1530,P321,1,2021-11-17,C972,999,6,2.6886032145560677,Standard,Revendeur,Chine
V1531,P537,4,2021-08-24,C880,8796,14,3.6572244869378143,Express,Revendeur,Chine
V1532,P075,4,2021-11-13,C194,2596,23,4.827455828392444,Express,Magasin,France
